2026-02-24 21:22:49,698 - src.utils - INFO - Loading document: /tmp/tmp1pbgf1lq/MiniProject.pdf
2026-02-24 21:22:50,622 - src.utils - INFO - Loaded 4 pages from 1 documents.
2026-02-24 21:22:50,623 - src.utils - INFO - Splitting 4 documents into chunks...
2026-02-24 21:22:50,624 - src.utils - INFO - Created 5 chunks.
2026-02-24 21:22:50,625 - src.utils - INFO - Initializing EmbeddingManager with model: all-MiniLM-L6-v2
2026-02-24 21:23:18,274 - sentence_transformers.SentenceTransformer - INFO - Use pytorch device_name: cpu
2026-02-24 21:23:18,274 - sentence_transformers.SentenceTransformer - INFO - Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2026-02-24 21:23:30,523 - src.utils - INFO - Creating vector store with 5 chunks...
2026-02-24 21:23:34,154 - faiss.loader - INFO - Loading faiss with AVX2 support.
2026-02-24 21:23:34,746 - faiss.loader - INFO - Successfully loaded faiss with AVX2 support.
2026-02-24 21:23:35,124 - src.utils - INFO - Vector store saved to faiss_index.
2026-02-24 21:23:35,125 - src.utils - INFO - Initializing MemoryManager...
2026-02-24 21:23:35,272 - src.utils - ERROR - Environment variable GOOGLE_API_KEY is not set.
2026-02-24 21:25:02,417 - src.utils - INFO - Loading document: /tmp/tmprugq197g/MiniProject.pdf
2026-02-24 21:25:02,583 - src.utils - INFO - Loaded 4 pages from 1 documents.
2026-02-24 21:25:02,584 - src.utils - INFO - Splitting 4 documents into chunks...
2026-02-24 21:25:02,585 - src.utils - INFO - Created 5 chunks.
2026-02-24 21:25:02,586 - src.utils - INFO - Initializing EmbeddingManager with model: all-MiniLM-L6-v2
2026-02-24 21:25:02,591 - sentence_transformers.SentenceTransformer - INFO - Use pytorch device_name: cpu
2026-02-24 21:25:02,592 - sentence_transformers.SentenceTransformer - INFO - Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2026-02-24 21:25:10,897 - src.utils - INFO - Creating vector store with 5 chunks...
2026-02-24 21:25:11,810 - src.utils - INFO - Vector store saved to faiss_index.
2026-02-24 21:25:11,811 - src.utils - INFO - Initializing MemoryManager...
2026-02-24 21:25:11,811 - src.utils - ERROR - Environment variable GOOGLE_API_KEY is not set.
2026-02-24 21:30:38,469 - src.utils - INFO - Loading document: /tmp/tmpuqu_fkds/MiniProject.pdf
2026-02-24 21:30:38,750 - src.utils - INFO - Loaded 4 pages from 1 documents.
2026-02-24 21:30:38,752 - src.utils - INFO - Splitting 4 documents into chunks...
2026-02-24 21:30:38,753 - src.utils - INFO - Created 5 chunks.
2026-02-24 21:30:38,753 - src.utils - INFO - Initializing EmbeddingManager with model: all-MiniLM-L6-v2
2026-02-24 21:30:38,777 - sentence_transformers.SentenceTransformer - INFO - Use pytorch device_name: cpu
2026-02-24 21:30:38,778 - sentence_transformers.SentenceTransformer - INFO - Load pretrained SentenceTransformer: all-MiniLM-L6-v2
2026-02-24 21:30:47,971 - src.utils - INFO - Creating vector store with 5 chunks...
2026-02-24 21:30:48,811 - src.utils - INFO - Vector store saved to faiss_index.
2026-02-24 21:30:48,811 - src.utils - INFO - Initializing MemoryManager...
2026-02-24 21:30:48,812 - src.utils - INFO - Initializing ChatbotManager with Gemini...
2026-02-24 21:31:34,590 - src.utils - INFO - Asking chatbot: Summarize the document?
2026-02-24 21:31:36,884 - langchain_google_genai.chat_models - WARNING - Retrying langchain_google_genai.chat_models._chat_with_retry.<locals>._chat_with_retry in 2.0 seconds as it raised NotFound: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods..
2026-02-24 21:39:18,458 - src.utils - INFO - Asking chatbot: Summarize the document?
